"stndr_name","Alpha.3.code","date","Latitude..average.","Longitude..average."
"Edécio La Riva","VEN","28/05/1967",8,-66
"Rafael Estrada Villa","MEX","20/07/1967",23,-102
"Rafael Estrada Villa","CUB","15/07/1967",21.5,-80
"Rodney Arismendi","URY","06/11/1967",-33,-56
"Rodney Arismendi","CUB","07/08/1967",21.5,-80
"Antonio Guardiolla Lopez","URY","05/03/1967",-33,-56
"Antonio Guardiolla Lopez","CUB","17/08/1967",21.5,-80
"Ricardo Saxlund","URY","24/06/1967",-33,-56
"Ricardo Saxlund","CUB","16/07/1967",21.5,-80
"Milcar René Formento","URY","19/04/1967",-33,-56
"Milcar René Formento","CUB","03/04/1967",21.5,-80
"Julio Villegas Piaggio","URY","14/01/1967",-33,-56
"Julio Villegas Piaggio","CUB","29/08/1967",21.5,-80
"Carlos Maria Gutiérrez","URY","01/05/1967",-33,-56
"Carlos Maria Gutiérrez","CUB","14/02/1967",21.5,-80
"Aluizio Palhano Pedreira Ferreira","BRA","23/07/1967",-10,-55
"Aluizio Palhano Pedreira Ferreira","CUB","25/06/1967",21.5,-80
"Cândido da Costa Aragão","URY","08/08/1967",-33,-56
"Cândido da Costa Aragão","CUB","30/06/1967",21.5,-80
"Carlos Marighella","CUB","14/06/1967",21.5,-80
"Volodia Teitelboin","SUN","28/08/1965",NA,NA
"Volodia Teitelboin","CHL","20/07/1967",-30,-71
"Volodia Teitelboin","CZS","20/07/1967",NA,NA
"Volodia Teitelboin","CUB","05/07/1967",21.5,-80
"Jorge Montes","URY","18/12/1964",-33,-56
"Jorge Montes","CZS","14/10/1965",NA,NA
"Jorge Montes","CHL","20/07/1967",-30,-71
"Jorge Montes","CZS","27/07/1967",NA,NA
"Jorge Montes","CUB","18/07/1967",21.5,-80
"Carlos Cerda","CHL","20/07/1967",-30,-71
"Carlos Cerda","CZS","06/07/1967",NA,NA
"Carlos Cerda","CUB","19/07/1967",21.5,-80
"Ancieto Rodriguez","SUN","10/11/1965",NA,NA
"Ancieto Rodriguez","CHL","20/07/1967",-30,-71
"Ancieto Rodriguez","CZS","22/07/1967",NA,NA
"Ancieto Rodriguez","CUB","08/07/1967",21.5,-80
"Carlos Altamirano","CHL","20/07/1967",-30,-71
"Carlos Altamirano","CZS","17/07/1967",NA,NA
"Carlos Altamirano","CUB","13/07/1967",21.5,-80
"Jumio Benitez","CHL","20/07/1967",-30,-71
"Jumio Benitez","CZS","15/07/1967",NA,NA
"Jumio Benitez","CUB","09/07/1967",21.5,-80
"Clodomiro Almeida","CHL","20/07/1967",-30,-71
"Clodomiro Almeida","CZS","12/07/1967",NA,NA
"Clodomiro Almeida","CUB","06/07/1967",21.5,-80
"Bernardo Araya","CUB","27/01/1966",21.5,-80
"Bernardo Araya","CHL","20/07/1967",-30,-71
"Bernardo Araya","CZS","28/07/1967",NA,NA
"Bernardo Araya","CUB","14/07/1967",21.5,-80
"Alterio Ferro","CUB","22/01/1966",21.5,-80
"Alterio Ferro","CHL","20/07/1967",-30,-71
"Alterio Ferro","CZS","31/07/1967",NA,NA
"Alterio Ferro","CUB","07/07/1967",21.5,-80
"Patrício Hurtado","CHL","20/07/1967",-30,-71
"Patrício Hurtado","CZS","20/07/1967",NA,NA
"Patrício Hurtado","CUB","24/07/1967",21.5,-80
"Eduardo Mora Valverde","CRI","26/02/1967",10,-84
"Eduardo Mora Valverde","CUB","05/04/1967",21.5,-80
"Arnoldo Ferreto","CRI","07/06/1967",10,-84
"Arnoldo Ferreto","CUB","11/11/1967",21.5,-80
"José Chacon Arroyo","CRI","29/05/1967",10,-84
"José Chacon Arroyo","CUB","14/01/1967",21.5,-80
"Oscar Madrigal Jimenez","CRI","20/06/1967",10,-84
"Oscar Madrigal Jimenez","CUB","09/05/1967",21.5,-80
"Otto Castro Sanchez","CRI","25/11/1967",10,-84
"Otto Castro Sanchez","CUB","02/12/1967",21.5,-80
"José Nestor Aguillar","CRI","28/10/1967",10,-84
"José Nestor Aguillar","CUB","23/06/1967",21.5,-80
"Manuel Badilla Mora","CRI","29/07/1967",10,-84
"Manuel Badilla Mora","CUB","18/05/1967",21.5,-80
"Alvaro Montero Veja","CRI","20/03/1967",10,-84
"Alvaro Montero Veja","CUB","31/01/1967",21.5,-80
"Eduardo Frei Montavo","CHL","10/01/1967",-30,-71
"Rafael Agustin Gumucio","CHL","15/07/1967",-30,-71
"João Carlos Alves Oliveira","BRA","18/07/1967",-10,-55
"Anibal Muñoz Quirola","ECU","08/07/1967",-2,-77.5
"Anibal Muñoz Quirola","FRA","15/07/1967",46,2
"Jorge Gonzalez Moreno","ECU","28/07/1967",-2,-77.5
"Jorge Gonzalez Moreno","FRA","13/07/1967",46,2
"Rubén Barcos","URY","24/07/1967",-33,-56
"Venus Iriarte","URY","24/07/1967",-33,-56
"Carlos Borche","GDR","26/10/1966",NA,NA
"Carlos Borche","URY","24/07/1967",-33,-56
"Hugo Morales","GDR","22/10/1966",NA,NA
"Hugo Morales","URY","24/07/1967",-33,-56
"Djalma Maranhão","GDR","04/11/1966",NA,NA
"Barret Diaz Pose","BRA","22/02/1967",-10,-55
"Martha Magdalena Klinger Larnaudie","BRA","02/12/1967",-10,-55
"Barret Diaz Pose","BRA","12/08/1967",-10,-55
"Dmitri Goriunov","SUN","12/04/1967",NA,NA
"Serguei Lapin","CHN","20/02/1965",35,105
"Serguei Lapin","SUN","09/04/1967",NA,NA
"Walter Mosca Rojas","SUN","03/07/1967",NA,NA
"Mikhail Bochai","SUN","03/07/1967",NA,NA
"Frederico Brito Figueroa","VEN","14/06/1967",8,-66
"Frederico Brito Figueroa","VEN","14/06/1967",8,-66
"Frederico Brito Figueroa","SUN","23/07/1967",NA,NA
"Justo Ravelo Triana","BLR","27/09/1967",53,28
"Nguyen Kuang Minh","BLR","16/12/1967",53,28
"Nguyen Cheng Binh","BLR","23/08/1967",53,28
"Rodolfo Queirós Berja","SUN","14/10/1967",NA,NA
"Carlos Jaime Solei Mos","SUN","10/01/1967",NA,NA
"Alberto Poey Ferrer","SUN","17/06/1967",NA,NA
"Carlos Manuel Alvarado","SUN","02/10/1967",NA,NA
"Rafael Baquero","COL","20/02/1967",4,-72
"Nelson Robles","COL","24/08/1967",4,-72
"Teodosio Varella","COL","25/04/1967",4,-72
"Rodolfo José Cardenas","VEN","13/09/1967",8,-66
"Rodolfo José Cardenas","VEN","13/09/1967",8,-66
"Servando Garcia Ponce","VEN","07/10/1967",8,-66
"Servando Garcia Ponce","VEN","07/10/1967",8,-66
"Marcel Niedergang","FRA","30/11/1967",46,2
"Claude Julien","FRA","06/12/1967",46,2
"K. S. Karol","FRA","22/12/1967",46,2
"Claude Lelouch","FRA","27/08/1967",46,2
"Alain Resnais","FRA","21/04/1967",46,2
"Graham Green","FRA","10/10/1967",46,2
"Jean Lacouture","FRA","01/07/1967",46,2
"Carlos Lechuga","CUB","04/04/1967",21.5,-80
"Carlos Lechuga","SUN","02/04/1967",NA,NA
"Bobodzhan Gafurov","SUN","02/04/1967",NA,NA
"Carlos Olivares Sanchez","SUN","02/04/1967",NA,NA
"Gabriel Capriles","URY","24/07/1967",-33,-56
"José Guimarães Neiva Moreira","URY","01/04/1967",-33,-56
"Leonel Brizola","URY","29/07/1967",-33,-56
"Arthur Paulo de Souza Giacomini","BRA","13/01/1967",-10,-55
"Arthur Paulo de Souza Giacomini","URY","03/09/1967",-33,-56
"Ermelindo Dias da Paixão","BRA","20/03/1967",-10,-55
"Carlos Marighella","URY","15/07/1967",-33,-56
"Carlos Marighella","CHL","16/06/1967",-30,-71
"Carlos Marighella","CUB","08/10/1967",21.5,-80
"Gilson Alves Amaral","BRA","24/08/1967",-10,-55
"João Goulart","URY","29/07/1967",-33,-56
"Leonel Brizola","URY","04/07/1967",-33,-56
"João Alonso Mintegui","URY","02/07/1967",-33,-56
"Jorge Pacheco Areco","URY","26/07/1967",-33,-56
"Alejandro Rovira","URY","22/07/1967",-33,-56
"Adelzito Bezerra Cordeiro","URY","17/07/1967",-33,-56
"Oswaldo Pacheco da Silva","URY","06/07/1967",-33,-56
"Oswaldo Pacheco da Silva","ARG","16/07/1967",-34,-64
"Oswaldo Pacheco da Silva","URY","16/07/1967",-33,-56
"Marcos Leo Ramos","URY","10/10/1967",-33,-56
"Cândido da Costa Aragão","URY","17/10/1967",-33,-56
"Rodney Arismendi","URY","24/01/1967",-33,-56
"Rodney Arismendi","CUB","19/03/1967",21.5,-80
"Julio Villegas Piaggio","URY","08/11/1967",-33,-56
"Julio Villegas Piaggio","CUB","06/03/1967",21.5,-80
"Antonio Guardiolla Lopez","URY","23/04/1967",-33,-56
"Antonio Guardiolla Lopez","CUB","04/08/1967",21.5,-80
"Ricardo Saxlund","URY","29/09/1967",-33,-56
"Ricardo Saxlund","CUB","04/02/1967",21.5,-80
"Milka René Formendo de Guardiola","URY","01/10/1967",-33,-56
"Milka René Formendo de Guardiola","CUB","15/08/1967",21.5,-80
"Leopoldo Bruera","URY","24/08/1967",-33,-56
"Leopoldo Bruera","CUB","21/12/1967",21.5,-80
"Luis Carlos Bruera Reyes","URY","14/07/1967",-33,-56
"Luis Carlos Bruera Reyes","CUB","02/11/1967",21.5,-80
"Carlos Elichirigoity","URY","15/04/1967",-33,-56
"Carlos Elichirigoity","CUB","16/05/1967",21.5,-80
"Alberto Caymaria","URY","07/06/1967",-33,-56
"Alberto Caymaria","CUB","06/01/1967",21.5,-80
"Juan Iglesias","URY","08/08/1967",-33,-56
"Juan Iglesias","CUB","16/07/1967",21.5,-80
"Juan Antonio Trimboli Invercesi","URY","13/06/1967",-33,-56
"Juan Antonio Trimboli Invercesi","CUB","22/01/1967",21.5,-80
"Adalberto Gonzalez","URY","14/11/1967",-33,-56
"Adalberto Gonzalez","CUB","27/05/1967",21.5,-80
"Edmundo Soares Neto","URY","14/07/1967",-33,-56
"Edmundo Soares Neto","CUB","22/04/1967",21.5,-80
"Enrique Pastorino","URY","24/11/1967",-33,-56
"Enrique Pastorino","CUB","02/04/1967",21.5,-80
"Ariel Collazo","URY","20/10/1967",-33,-56
"Ariel Collazo","CUB","06/05/1967",21.5,-80
"Reynaldo Gargano","URY","30/11/1967",-33,-56
"Reynaldo Gargano","CUB","11/10/1967",21.5,-80
"Quintin Cabrera","URY","05/04/1967",-33,-56
"Quintin Cabrera","CUB","01/12/1967",21.5,-80
"José Diaz","URY","06/12/1967",-33,-56
"José Diaz","CUB","21/09/1967",21.5,-80
"Elbio Baldovinos","URY","11/04/1967",-33,-56
"Elbio Baldovinos","CUB","28/10/1967",21.5,-80
"Yamandu Palacios","URY","10/06/1967",-33,-56
"Yamandu Palacios","CUB","06/12/1967",21.5,-80
"Anibal Sampayo","URY","29/12/1967",-33,-56
"Anibal Sampayo","CUB","23/01/1967",21.5,-80
"Marcos Oscar Velasquez","URY","16/10/1967",-33,-56
"Marcos Oscar Velasquez","CUB","14/05/1967",21.5,-80
"Alfredo Zitarrosa","URY","21/08/1967",-33,-56
"Alfredo Zitarrosa","CUB","13/01/1967",21.5,-80
"Daniel Viglietti","URY","03/12/1967",-33,-56
"Daniel Viglietti","CUB","01/01/1967",21.5,-80
"Carlos Nuñez","URY","01/10/1967",-33,-56
"Carlos Nuñez","CUB","18/11/1967",21.5,-80
"Carlos Maria Gutiérrez","URY","15/04/1967",-33,-56
"Carlos Maria Gutiérrez","CUB","12/11/1967",21.5,-80
"Maria Teresa Fontella Goulart","BRA","18/07/1967",-10,-55
"Maria Teresa Fontella Goulart","URY","16/07/1967",-33,-56
"Denise Fontella Goulart","BRA","06/07/1967",-10,-55
"Denise Fontella Goulart","URY","16/07/1967",-33,-56
"Pedro de Castro","URY","09/09/1967",-33,-56
"Pedro de Castro","BRA","25/01/1967",-10,-55
"João Barbosa","BRA","14/04/1967",-10,-55
"João Barbosa","URY","27/08/1967",-33,-56
"Mikhail Pozdneev","ARG","28/04/1967",-34,-64
"Yuri Ivanovich Volkisj","ARG","16/04/1967",-34,-64
"Marcos Pancier","URY","02/08/1967",-33,-56
"Barret Diaz Pose","CZS","21/07/1966",NA,NA
"Barret Diaz Pose","URY","24/10/1967",-33,-56
"Barret Diaz Pose","BRA","14/04/1967",-10,-55
"Martha Magdalena Klinger Larnaudie","URY","16/12/1967",-33,-56
"Martha Magdalena Klinger Larnaudie","BRA","14/02/1967",-10,-55
"Igor K. Kolosovsky","URY","02/08/1967",-33,-56
"Adelzito Bezerra Cordeiro","URY","01/07/1967",-33,-56
"João Goulart","URY","22/12/1967",-33,-56
"Adilson Pinheiro Pimentel","URY","26/05/1967",-33,-56
"Leonel Brizola","URY","18/05/1967",-33,-56
"José Pedro Diaz","URY","14/05/1967",-33,-56
"Maria Cristina","URY","24/01/1967",-33,-56
"Alejandro Otero","URY","20/12/1967",-33,-56
"Marta [und]","URY","14/07/1967",-33,-56
"Santiago Acuña","URY","14/12/1967",-33,-56
"Pirez Castaguet","URY","25/02/1967",-33,-56
"Alejandro Otero","URY","26/06/1967",-33,-56
"Lucas [und]","URY","11/03/1967",-33,-56
"Aureguizar","URY","28/04/1967",-33,-56
"Maqui","URY","12/11/1967",-33,-56
"Alberto Heber","URY","24/06/1967",-33,-56
"Raul Sartorio","URY","20/09/1967",-33,-56
"Liber Seregni","URY","26/06/1967",-33,-56
"Oscar Maggiolo","URY","07/07/1967",-33,-56
"José D'Elia","URY","07/07/1967",-33,-56
"Barret Diaz Pose","URY","07/07/1967",-33,-56
"Severino Manuel do Nascimento","CHL","23/05/1967",-30,-71
"Severino Manuel do Nascimento","URY","07/07/1967",-33,-56
"Anibal Mendes","URY","24/11/1967",-33,-56
"Anibal Mendes","BRA","15/07/1967",-10,-55
"Célio Taveira Filho","URY","20/07/1967",-33,-56
"Paulino Alves","URY","01/08/1967",-33,-56
"Álvaro Moreira de Oliveira Filho","URY","01/09/1967",-33,-56
"Álvaro Moreira de Oliveira Filho","BRA","05/08/1967",-10,-55
"Manoel Livino Ribeiro Leal","URY","25/08/1967",-33,-56
"Guido Gurgel","URY","25/08/1967",-33,-56
"Rubens Cardoso","URY","13/08/1967",-33,-56
"Paulo Romeu Schilling","URY","14/06/1967",-33,-56
"Barret Diaz Pose","BRA","13/05/1967",-10,-55
"Barret Diaz Pose","URY","05/08/1967",-33,-56
"Martha Magdalena Klinger Larnaudie","BRA","19/08/1967",-10,-55
"Martha Magdalena Klinger Larnaudie","URY","05/08/1967",-33,-56
"Anthony Roy Worley","SUR","06/07/1967",4,-56
"Rodolfo Quintero","VEN","10/07/1967",8,-66
"Rodolfo Quintero","VEN","10/07/1967",8,-66
"Gromadko","SUN","24/11/1967",NA,NA
"Alfredo Ribeiro Daudt","URY","05/08/1967",-33,-56
"Álvaro Moreira de Oliveira Filho","URY","05/08/1967",-33,-56
"Guido Gurgel","URY","10/02/1967",-33,-56
"Leonel Brizola","URY","26/05/1967",-33,-56
"Bruno Musitelli Tagliafico","ARG","21/06/1964",-34,-64
"Bruno Musitelli Tagliafico","URY","22/06/1964",-33,-56
"Bruno Musitelli Tagliafico","PRT","11/01/1965",39.5,-8
"Bruno Musitelli Tagliafico","FRG","08/03/1965",NA,NA
"Bruno Musitelli Tagliafico","URY","18/03/1965",-33,-56
"Bruno Musitelli Tagliafico","ARG","09/09/1966",-34,-64
"Bruno Musitelli Tagliafico","URY","19/10/1966",-33,-56
"Bruno Musitelli Tagliafico","ARG","23/01/1967",-34,-64
"Bruno Musitelli Tagliafico","USA","19/05/1967",38,-97
"Bruno Musitelli Tagliafico","CHL","20/05/1967",-30,-71
"Bruno Musitelli Tagliafico","URY","28/05/1967",-33,-56
"Bruno Musitelli Tagliafico","ARG","16/06/1967",-34,-64
"Bruno Musitelli Tagliafico","URY","17/06/1967",-33,-56
"Bruno Musitelli Tagliafico","ARG","30/06/1967",-34,-64
"Bruno Musitelli Tagliafico","URY","10/07/1967",-33,-56
"Barret Diaz Pose","BRA","01/08/1967",-10,-55
"Barret Diaz Pose","URY","04/08/1967",-33,-56
"Martha Magdalena Klinger Larnaudie","BRA","06/08/1967",-10,-55
"Martha Magdalena Klinger Larnaudie","URY","04/08/1967",-33,-56
"Arnaldo Spadaccino","URY","06/12/1967",-33,-56
"Arnaldo Spadaccino","BRA","01/02/1967",-10,-55
"José ""Arigó""","BRA","31/02/1967",-10,-55
"Amadeu Thiago de Mello","URY","16/08/1967",-33,-56
"José Guimarães Neiva Moreira","URY","16/08/1967",-33,-56
"Desconhecido [ver observações especiais]","URY","16/08/1967",-33,-56
"João Cândido Maia Neto","URY","16/08/1967",-33,-56
"Guy Afonso de Almeida Gonçalves","CHL","30/07/1967",-30,-71
"Almino Monteiro Álvares Affonso","CHL","19/09/1967",-30,-71
"João Goulart","URY","27/08/1967",-33,-56
"Oswaldo Pacheco da Silva","BRA","19/08/1967",-10,-55
"Monica Faimberg","ARG","30/07/1967",-34,-64
"Ricardo Gaudio","ARG","19/12/1967",-34,-64
"Silvio Frondizi","ARG","20/06/1967",-34,-64
"Juan Pablo Franco","ARG","24/05/1967",-34,-64
"Rogelio Garcia Lupo","ARG","29/12/1967",-34,-64
"Marcos Kaplan","ARG","09/12/1967",-34,-64
"Noé Jitrik","ARG","18/04/1967",-34,-64
"Julio Notta","ARG","10/02/1967",-34,-64
"Gregório Selser","ARG","08/10/1967",-34,-64
"João Cândido Maia Neto","URY","24/03/1967",-33,-56
"Darcy Ribeiro da Silveira","URY","31/01/1967",-33,-56
"Carlos Alberto Costa Pinto","CHL","12/05/1967",-30,-71
"Waldo César","BRA","15/02/1967",-10,-55
"Eduardo Galeano","URY","07/01/1967",-33,-56
"Dóris Hartz Daudt","BRA","20/08/1967",-10,-55
"Dóris Hartz Daudt","URY","27/08/1967",-33,-56
"João Goulart","URY","04/06/1967",-33,-56
"Victor Maia Dicandro","URY","31/07/1967",-33,-56
"Jussara Souza","URY","13/08/1967",-33,-56
"Felismar Dutra","URY","13/08/1967",-33,-56
"Maria Aparecida Cardoso Matos","URY","13/08/1967",-33,-56
"Adelzito Bezerra Cordeiro","URY","13/08/1967",-33,-56
"Afonso Victor Simão","URY","13/08/1967",-33,-56
"Alfredo Ribeiro Daudt","BRA","15/12/1967",-10,-55
"Álvaro Moreira de Oliveira Filho","BRA","05/01/1967",-10,-55
"Aluizio Palhano Pedreira Ferreira","CUB","06/01/1967",21.5,-80
"Aluizio Palhano Pedreira Ferreira","URY","17/09/1967",-33,-56
"Leonel Brizola","URY","29/04/1967",-33,-56
"Desconhecido [ver observações especiais]","URY","29/08/1967",-33,-56
"Desconhecido [ver observações especiais]","URY","24/08/1967",-33,-56
"Darcy Ribeiro da Silveira","URY","07/08/1967",-33,-56
"Manoel Livino Ribeiro Leal","URY","06/12/1967",-33,-56
"João Goulart","URY","14/07/1967",-33,-56
"Faustino Moacyr de Souza","URY","09/08/1967",-33,-56
"João Saldanha dos Santos","URY","01/02/1967",-33,-56
"Ercídio Weber","URY","27/04/1967",-33,-56
"Martha Magdalena Klinger Larnaudie (filha)","BRA","21/10/1967",-10,-55
"Barret Diaz Pose","BRA","07/05/1967",-10,-55
"Leon Lev Poniachjk [ou Poniachyk]","SUN","12/05/1966",NA,NA
"Leon Lev Poniachjk [ou Poniachyk]","CZS","06/07/1966",NA,NA
"Leon Lev Poniachjk [ou Poniachyk]","URY","29/08/1967",-33,-56
"Walter Sanseviero","SUN","12/05/1966",NA,NA
"Carlos Nuñez","CUB","22/12/1965",21.5,-80
"Carlos Nuñez","URY","04/04/1967",-33,-56
"Carlos Nuñez","CUB","13/07/1967",21.5,-80
"Paulo Tederman","URY","27/03/1967",-33,-56
"Eduardo Pereira Paiva","URY","26/07/1967",-33,-56
"Edvaldo Ruy Pereira Paiva","BRA","22/06/1964",-10,-55
"Edvaldo Ruy Pereira Paiva","URY","05/09/1967",-33,-56
"Armando Otavio de Oliveira","BRA","27/08/1967",-10,-55
"Carlos Cidade Duarte","BRA","26/08/1967",-10,-55
"Maximiniano Carpes dos Santos","BRA","30/09/1967",-10,-55
"Edvaldo Ruy Pereira Paiva","BRA","24/09/1964",-10,-55
"José Guimarães Neiva Moreira","URY","04/07/1967",-33,-56
"Jean-Marie Domenach","FRA","16/01/1967",46,2
"Jean-Marie Domenach","BRA","12/05/1967",-10,-55
"Basilio de Carvalho Sampaio","BOL","28/09/1967",-17,-65
"Basilio de Carvalho Sampaio","BOL","28/09/1967",-17,-65
"Israel Baumoli","BRA","25/07/1967",-10,-55
"Israel Baumoli","URY","04/07/1967",-33,-56
"Jayme Araújo","URY","28/08/1967",-33,-56
"Eugenia Klein","URY","10/08/1967",-33,-56
"Eugenia Klein","ARG","04/09/1967",-34,-64
"Leonel Brizola","CUB","06/06/1967",21.5,-80
"Olga Chechetquina","SUN","28/08/1967",NA,NA
"Karekin Sevuntz","SUN","13/05/1967",NA,NA
"Gregor Colonietz","SUN","12/02/1967",NA,NA
"Albert Illyn","SUN","01/12/1967",NA,NA
"Jesus Betancourt Diaz","URY","26/07/1967",-33,-56
"Edmundo Soares Neto","URY","21/02/1967",-33,-56
"Rubem Fratelli","URY","08/07/1967",-33,-56
"Padre Rossi","URY","28/03/1967",-33,-56
"Mario Garcia Duval","URY","30/07/1967",-33,-56
"Edmundo Santiago Polauco Algueta","CHL","17/08/1967",-30,-71
"Edmundo Santiago Polauco Algueta","URY","24/08/1967",-33,-56
"Luiz Humberto Figueroa Mazuela","CHL","26/08/1967",-30,-71
"Luiz Humberto Figueroa Mazuela","URY","24/08/1967",-33,-56
"Gilda [America] Godoy Rojas de Araya","CHL","27/08/1967",-30,-71
"Gilda [America] Godoy Rojas de Araya","URY","24/08/1967",-33,-56
"Martin José Ramirez Castro","CHL","20/08/1967",-30,-71
"Martin José Ramirez Castro","URY","24/08/1967",-33,-56
"Teofile Gelas Festival","BRA","16/08/1967",-10,-55
"Teofile Gelas Festival","URY","25/08/1967",-33,-56
"Teofile Gelas Festival","BRA","25/08/1967",-10,-55
"Tarzan de Castro","URY","28/08/1967",-33,-56
"Maria Aparecida Cardoso Matos","URY","11/08/1967",-33,-56
"Alfredo Ribeiro Daudt","URY","06/09/1967",-33,-56
"Dóris Hartz Daudt","BRA","29/06/1967",-10,-55
"Dóris Hartz Daudt","URY","06/09/1967",-33,-56
"Paulo Cavalcante Valente","URY","25/09/1967",-33,-56
"Paulo Santiago","URY","13/06/1967",-33,-56
"Tarzan de Castro","URY","17/02/1967",-33,-56
"Maria Aparecida Cardoso Matos","URY","20/02/1967",-33,-56
"Severino Manuel do Nascimento","URY","13/10/1967",-33,-56
"Gerson Parreira Alves","URY","24/03/1967",-33,-56
"James Allen Luz","URY","04/08/1967",-33,-56
"Adilson Pinheiro Pimentel","URY","12/07/1967",-33,-56
"Adelzito Bezerra Cordeiro","URY","04/10/1967",-33,-56
"Djalma Maranhão","URY","26/07/1967",-33,-56
"Tarzan de Castro","URY","20/05/1967",-33,-56
"Garcete Miltos","URY","14/05/1967",-33,-56
"Leonel Brizola","URY","23/08/1967",-33,-56
"José [und]","URY","15/05/1967",-33,-56
"Marcos Leo Ramos","URY","18/10/1967",-33,-56
"João Goulart","URY","04/03/1965",-33,-56
"Aparicio [und]","URY","12/09/1965",-33,-56
"Tarzan de Castro","URY","14/09/1967",-33,-56
"Baltazar Brum","URY","14/09/1967",-33,-56
"Dagoberto Rodrigues","URY","21/12/1967",-33,-56
"Leonel Brizola","URY","05/08/1967",-33,-56
"Edmundo Soares Neto","URY","21/06/1967",-33,-56
"Emmanuel Nicoll","URY","17/07/1967",-33,-56
"Cândido da Costa Aragão","CUB","12/03/1967",21.5,-80
"Maria Lerch","URY","15/10/1967",-33,-56
"Maria Lerch","BRA","23/03/1967",-10,-55
"Eurico Lerch","BRA","28/10/1966",-10,-55
"Eurico Lerch","URY","18/12/1967",-33,-56
"Guillermo Correa Martinez","BRA","22/08/1967",-10,-55
"Mario Luis Borges","URY","10/08/1967",-33,-56
"Desconhecido [ver observações especiais]","URY","10/08/1967",-33,-56
"Desconhecido [ver observações especiais]","BRA","10/08/1967",-10,-55
"Alfredo Gonçalves Sender","BRA","19/02/1967",-10,-55
"Alfredo Gonçalves Sender","URY","04/07/1967",-33,-56
"Alfredo Gonçalves Sender","BRA","11/08/1967",-10,-55
"Ruben Nuñez","URY","22/08/1967",-33,-56
"Ruben Nuñez","CHN","10/09/1967",35,105
"Cândido da Costa Aragão","CHN","10/09/1967",35,105
"Isidoro Antonio Vianna Gutierrez","URY","23/08/1967",-33,-56
"Alfredo Ribeiro Daudt","URY","25/05/1967",-33,-56
"Alfredo Ribeiro Daudt","BRA","05/08/1967",-10,-55
"Alfredo Ribeiro Daudt","URY","06/09/1967",-33,-56
"Álvaro Moreira de Oliveira Filho","URY","27/05/1967",-33,-56
"Álvaro Moreira de Oliveira Filho","BRA","05/08/1967",-10,-55
"Dóris Hartz Daudt","BRA","31/08/1967",-10,-55
"Dóris Hartz Daudt","URY","25/09/1967",-33,-56
"Jesus Betancourt Diaz","URY","20/10/1966",-33,-56
"Desconhecido [ver observações especiais]","CHL","06/08/1967",-30,-71
"Desconhecido [ver observações especiais]","URY","05/08/1967",-33,-56
"Luís Cláudio Braga Duarte","URY","08/08/1967",-33,-56
"Almir Campos de Almeida Braga","URY","07/08/1967",-33,-56
"Oswaldo Pacheco da Silva","URY","07/08/1967",-33,-56
"Dilvo Araújo","URY","27/08/1967",-33,-56
"Eliseo Salvador Porta","URY","07/09/1967",-33,-56
"Gloria G. de Porta","URY","07/09/1967",-33,-56
"Carlos B. Rampa","URY","07/09/1967",-33,-56
"Adan Silva","URY","07/09/1967",-33,-56
"Nelly P. de Acosta","URY","07/09/1967",-33,-56
"Hugo Daniel Melfo","URY","07/09/1967",-33,-56
"Olga B. Curto de Rodriguez","URY","07/09/1967",-33,-56
"Max José da Costa Santos","CUB","18/07/1967",21.5,-80
"Max José da Costa Santos","CZS","05/09/1967",NA,NA
"José Anselmo dos Santos","CUB","28/04/1967",21.5,-80
"José Anselmo dos Santos","CZS","30/09/1967",NA,NA
"Carlos Marighella","CUB","18/11/1967",21.5,-80
"Carlos Marighella","CZS","18/09/1967",NA,NA
"Cândido da Costa Aragão","CUB","07/03/1967",21.5,-80
"Cândido da Costa Aragão","CZS","25/09/1967",NA,NA
"Francisco Julião","MEX","08/06/1967",23,-102
"Leonel Brizola","URY","07/03/1967",-33,-56
"Paulo Romeu Schilling","URY","28/06/1967",-33,-56
"João Cândido Maia Neto","URY","13/02/1967",-33,-56
"Enrique Erro","URY","29/07/1967",-33,-56
"Vivian Trias","URY","22/05/1967",-33,-56
"Alejandro Rovira","URY","28/07/1967",-33,-56
"Cândido da Costa Aragão","CZS","12/12/1967",NA,NA
"Cândido da Costa Aragão","CUB","04/09/1967",21.5,-80
"Tito Guimarães Filho","BRA","18/09/1967",-10,-55
"Delmo Carneiro da Cunha Pinho [ou Pinto]","URY","26/08/1967",-33,-56
"Carlos Pirán","URY","19/10/1967",-33,-56
"Conrado Saez","URY","17/12/1967",-33,-56
"Glauco Segovia","URY","21/02/1967",-33,-56
"Alejandro Rovira","URY","18/08/1967",-33,-56
"Carrere Sapriza","URY","17/11/1967",-33,-56
"[pnd] Rocha","BRA","22/05/1967",-10,-55
"Saulo de Oliveira Barros","URY","23/11/1967",-33,-56
"Amilcar Sá Peixoto","CHL","24/09/1967",-30,-71
"Vassili Stepanov","ARG","12/02/1967",-34,-64
"Pavel Marishov","ARG","01/10/1967",-34,-64
"Boris Corin","ARG","01/05/1967",-34,-64
"Anatoli Ignatiev","ARG","25/07/1967",-34,-64
"Constantin Shavgulidza","ARG","20/05/1967",-34,-64
"Zoia Krolova","ARG","12/05/1967",-34,-64
"Jorge A. Aguirre","ARG","07/09/1967",-34,-64
"Carlos Altamirano","CHL","20/09/1967",-30,-71
